Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,22.588732714039836,0.043582494866532394,0.053063306338113736,0.002816090439785123,6.30847649651412
vol_only,26.616418153276868,0.047136123729289214,0.06102213695561326,0.003723782565055881,6.822856965706827
spx_small_cap_index,39.29199160045479,0.06622440447716899,0.07822644029433275,0.00617884531659884,9.585846345402325
best_vol,30.38217865023284,0.05004981848081664,0.0650095643391212,0.0042435444088631214,7.244608288441275
best5,46.516211335223495,0.07841925264236448,0.09420367536860524,0.008905760945106096,11.351025536366228
best4_vol,47.67680205825618,0.08106857435779839,0.0964626354106642,0.009319886863877452,11.734509405857912
best10,27.844895752431096,0.05145354884949654,0.06030185153101541,0.003662766265274646,7.447795372278011
best9_vol,27.826706483355043,0.055660635532283405,0.06544629661052874,0.004301615202303987,8.056762516963873
best20,50.54250458758398,0.08596576123110315,0.10595201188263542,0.012489524349890988,12.443367133803273
best19_vol,24.44691018320455,0.044167718284902735,0.05224920479905787,0.0027455471354614455,6.393186382703632
