Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,12.130127067041338,0.02611531220711334,0.030475177313247864,0.0009327638473134258,47.60311984424421
vol_only,7.128801191655242,0.014558771784154137,0.020592923320300837,0.00042435758821589314,26.5378035449498
al_lme_closing_stock,26.927512076606764,0.05700166845709575,0.05884425754238487,0.003480170367156673,103.90292229192293
best_vol,38.080773265498806,0.08023842433048113,0.08834173987244438,0.0080400756282833,146.2590095653693
best5,23.279293073985556,0.04928668391189387,0.050075847908469064,0.0025082274912683225,89.8400104266877
best4_vol,22.988857376909323,0.04975292376965441,0.051584918655979556,0.0027324975576400058,90.6898834847464
best10,24.54280884343819,0.05207355594031845,0.052702766246850725,0.0027781164659724336,94.91993449987308
best9_vol,28.001554116177285,0.06017070338192417,0.06090359447668866,0.0037620157046332914,109.67946535496323
best20,26.84138598531879,0.05702868538057284,0.05749422656383114,0.0033075934184237086,103.95216887323521
best19_vol,6.546105725357347,0.014262552880160534,0.017451293886970545,0.00030775125514621876,25.997854214262542
