Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,17.77014816681081,0.03961238692495569,0.04932137462358057,0.0024447023365421166,16.589804745601203
vol_only,27.54783769437118,0.05365730623706124,0.06558897360404986,0.004302786360844511,22.471865564025748
spx_small_cap_index,30.31884795861241,0.058280497668465686,0.0675910081081408,0.004579015342664551,24.40807413670878
best_vol,27.043946104637616,0.05160394945074615,0.0653166980661598,0.004270267373940439,21.61191263509579
best5,61.48467620683642,0.11959723572642049,0.1389951062714623,0.02115114297725206,50.087736257190365
best4_vol,117.88928994776188,0.24206649051318016,0.2468842335531903,0.06361667367264308,101.37828403712325
best10,31.463935180194458,0.06137891258372241,0.0700160627933093,0.004981609156747709,25.705701027063736
best9_vol,85.64125106003497,0.1728841255550756,0.18017404958468122,0.03253408525161519,72.40447014733677
best20,28.996604785013712,0.05370027084266971,0.07083730786794216,0.0050827848322493275,22.489859289558293
best19_vol,39.50457615163854,0.07582975028151491,0.09154087668226092,0.008391827961790888,31.75776187032783
