Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,0.9177272441596782,0.0005083021918897509,0.0007509596386840673,7.937125605889999e-05,0.0735756968590964
vol_only,0.08930089500134199,0.0006091815783576401,0.0003493560352849398,4.268007283703434e-05,0.08817778057331101
spx_small_cap_index,5.0532047932563815,0.008546975901474092,0.009444788680221987,0.0015063760887304544,1.2371571833104622
best_vol,2.450222304267711,0.0036008979874537737,0.005094254602115335,0.0006745774710491063,0.5212225777749406
best5,3.7454104369762597,0.007021357913075354,0.006866056963701943,0.0012709039874575071,1.016327117203732
best4_vol,2.7501826871107027,0.004581559197591827,0.004719136601125516,0.0009151447466925179,0.6631712710322807
best10,3.1973198556068656,0.004138580902095478,0.006299162706981845,0.0007791264351408431,0.5990510738255221
best9_vol,5.7787165724840195,0.00680829335119833,0.0052532079157430744,0.0006724341104118866,0.9854864600784913
best20,21.272794584063874,0.03618840568462343,0.043537837473504676,0.009834256697548576,5.238197294737133
best19_vol,2.6196412162947365,0.002888788847431578,0.004832349324224336,0.0005018389837017713,0.4181462443401461
