expiry,window_size,normalize,freq_input,mape,mae,rmse,mse,mase
66,64,1,0,19.90059352379127,0.044311872025901256,0.06276761707436032,0.00393977375319353,19.780994081861884
66,64,1,1,34.429903414392,0.07426383146473388,0.13483955687035212,0.018181706096992926,33.151666664897824
66,64,1,2,26.40184324400936,0.05689345786283815,0.08925098814634343,0.007965738885098734,25.397463520016345
66,64,0,0,19.90044562400647,0.044311486490556336,0.0627669145248192,0.003939685558965959,19.78082197736646
66,64,0,1,34.43018182094061,0.07426429518934616,0.1348406013401951,0.018181987769785427,33.15187367338995
66,64,0,2,26.401967543622806,0.056893763765279125,0.08925280232258814,0.007966062722434995,25.397600076070013
66,128,1,0,22.278062163705567,0.04918601350283244,0.07041521978477987,0.004958303177338854,21.728614865906614
66,128,1,1,46.93896851417829,0.09818900964891292,0.19695639735637463,0.03879182245960213,43.37637923437638
66,128,1,2,26.556972660812505,0.05726782065910947,0.09100155491050584,0.00828128299612981,25.29886711066638
66,128,0,0,22.278040438404055,0.04918597042046575,0.07041507348498326,0.004958282573895593,21.72859583366377
66,128,0,1,46.93917233701653,0.09818949167696654,0.1969573982418112,0.03879221672218341,43.37659217706447
66,128,0,2,26.557008817954515,0.057267849484344095,0.09100124774865122,0.008281227091811397,25.298879844620135
66,256,1,0,20.006568022542467,0.044780227043970985,0.06015302334001417,0.0036183862169442897,19.22838599921362
66,256,1,1,30.088176504759247,0.0644866208711584,0.09961518641796291,0.009923185365085503,27.69020435465889
66,256,1,2,23.512592799681542,0.051900686959276826,0.07175322827808231,0.005148525768326591,22.285872769188856
66,256,0,0,20.00658235372966,0.04478024925120658,0.060152952958878986,0.003618377749673108,19.22839553487983
66,256,0,1,30.088241954167927,0.0644868502844348,0.09961642465228689,0.00992343206050475,27.69030286347233
66,256,0,2,23.51235749474637,0.05190032732441508,0.07175267684970658,0.00514844663509842,22.285718343934747
66,512,1,0,19.371046583641004,0.04238416517580822,0.055327720574363574,0.0030611566639548544,17.987157877793436
66,512,1,1,31.26350165869518,0.06542515537533797,0.09538773855942259,0.009098820667480755,27.76538346417789
66,512,1,2,24.298644986096953,0.05202214276292874,0.07265768098912445,0.005279138606717377,22.07736052217915
66,512,0,0,19.371031705028553,0.04238416369315354,0.05532766982234562,0.0030611510479704937,17.98715724857864
66,512,0,1,31.263582973576153,0.065425336003246,0.0953898493281941,0.00909922335485557,27.765460119756348
66,512,0,2,24.298666983444704,0.05202223280533016,0.0726577312711704,0.005279145913473612,22.077398734725822
66,1024,1,0,18.39942563588867,0.04602591467047866,0.0639230139612563,0.004086151713890967,18.410733460606433
66,1024,1,1,23.31627176512201,0.05564448751818518,0.09544112178063277,0.009109007726745574,22.25823941976849
66,1024,1,2,18.422547534921854,0.04536911564021382,0.06137267463546444,0.00376660519191058,18.148008602883035
66,1024,0,0,18.399578059477275,0.04602631774366506,0.06392340291928152,0.004086201440780809,18.410894693100193
66,1024,0,1,23.316222260560664,0.05564450827991502,0.09543959202516011,0.009108715725929006,22.25824772462624
66,1024,0,2,18.42256566332959,0.04536922437569307,0.061373249897045325,0.0037666758029251735,18.148052097943165
