expiry,window_size,freq_input,mape,mae,rmse,mse,mase
5,32,0,46.597261200314996,0.05335368773290765,0.06964865752164164,0.004850935494566928,2.090052645523171
5,32,1,56.37721679743885,0.06404437301780377,0.07631923483919507,0.005824625606440208,2.508844598087142
5,32,2,59.08079365063755,0.07236389051245737,0.0904440644923843,0.008180128801902572,2.8347495221520678
