iteration,train_start,train_end,test_start,test_end,train_samples,test_samples,MAPE,MAE,RMSE,MSE,MASE
1,0,1000,1000,1200,1000,200,27.109664060513584,0.08036751470702506,0.08460246413361501,0.007157576937479615,109.96174791618915
2,100,1100,1100,1300,1000,200,32.08561185896757,0.10220867117498035,0.1131154389013291,0.012795102517840315,145.51954756662258
3,200,1200,1200,1400,1000,200,43.14214348313601,0.13003962951190368,0.13154695778377337,0.017304602102165854,159.6037448561678
4,300,1300,1300,1500,1000,200,15.992073410484622,0.03914457855844459,0.045425964125628,0.0020635182167428423,50.22941950978324
5,400,1400,1400,1600,1000,200,25.21804653596219,0.0517787425285226,0.05848084245247517,0.0034200089339512215,73.6499147263755
