iteration,train_start,train_end,test_start,test_end,train_samples,test_samples,MAPE,MAE,RMSE,MSE,MASE
1,0,1000,1000,1200,1000,200,20.956103852015204,0.06121677748928871,0.06603729837295055,0.004360924776398097,80.5879720857888
2,100,1100,1100,1300,1000,200,32.21487762454388,0.07322193833765851,0.07811899149502892,0.006102576832200402,103.43650554620021
3,200,1200,1200,1400,1000,200,34.75040965702989,0.06940017893063323,0.07290949235171182,0.005315794074984325,97.88566960574282
