Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,0.8349465943434442,0.0005731042286391191,0.001119753618782516,0.00011927239695102231,0.08295565840126046
vol_only,0.39126442404632344,0.0022729229217089905,0.0006787360201224689,8.183452849309811e-05,0.329000918233349
spx_small_cap_index,3.72746525888972,0.006008817872342447,0.006794096728912417,0.0009410528665353704,0.8697640287824656
best_vol,1.3748948191333923,0.0021451422939322276,0.0025452176252866504,0.00034111894568777067,0.3105049351670248
best5,11.085468993756319,0.01904542776434502,0.02222570636303204,0.004605792792761053,2.756786498463885
best4_vol,7.677332061178498,0.013164272037375966,0.01461340750874142,0.0027179407404631147,1.9055013026635361
best10,1.819703190943841,0.0026761733599897464,0.002959460535476213,0.0003138901066722247,0.387370589815796
best9_vol,1.7409550357765025,0.0012747943545162249,0.0008309069074463,8.96469837163796e-05,0.18452386096717174
best20,6.447591210831077,0.01098017714177959,0.012542529907969512,0.001374713315258738,1.5893580585188154
best19_vol,9.362128122353917,0.01573112884779907,0.02016524679063661,0.0026230001952459127,2.27704854675915
