,5,22,66,252
5,1.7751572494228098,,,
10,1.2915210372100092,,,
20,1.4972386029426439,,,
50,1.6636044391401763,4.130778033310497,,
100,1.8008101091570459,5.076456874173838,13.713442310873994,
200,1.7897614885079813,5.505069706666872,11.010406950036659,
500,1.7747198258258285,6.151769512244519,16.653369916807822,39.903992043774004
1000,1.6781918439303596,4.767647005345736,14.817889372213134,55.46028505812243
