Expiry,MAPE,MAE,MSE,RMSE,MASE
1w,31.621138980853363,0.04041926440187332,0.003423517778621364,0.058510834711370883,0.9926090051905128
1m,10.818522959250233,0.020110833855194587,0.0007466339159048662,0.027324602758409245,1.937513134907519
3m,11.030076029119993,0.021027076824443203,0.0006335160902299035,0.025169745533674025,3.8074057894111597
1y,5.073241795890485,0.010738356596615697,0.0001681165986071455,0.012965978505579342,8.852948879250595
