Expiry,MAPE,MAE,MSE,RMSE,MASE
1w,28.60911196763342,0.03905969188522412,0.0031468455179866853,0.056096751403148876,1.0208684957451863
1m,11.579148982432033,0.020421324377256335,0.0007330928515329466,0.027075687461871518,1.982181761473794
3m,8.744319180572163,0.016558468409004098,0.0004440356118869424,0.021072152521442664,3.1755702027557975
1y,4.638180303857331,0.009705167914629203,0.00013031539596580988,0.011415576900262635,8.438902718808555
