Feature_Selection,Flatness_Weight,MAPE,MAE,RMSE,MSE,MASE
log_returns,2.0,40.09303986718404,0.07984313701253383,0.10152347898176865,0.010307016784561621,34.268590387602295
best_metric,2.0,59.19115878779525,0.11397164473278916,0.15513378256519747,0.024066490492985967,48.91650998803029
best_5,2.0,93.30446484313558,0.18583934389902668,0.2181299055206718,0.0475806556824572,79.76205084447994
best_10,2.0,46.14860028907606,0.08689947741071313,0.09473153227485406,0.008974063207141718,37.29716426118065
best_20,2.0,43.499613610026344,0.08078082838362244,0.09954588592730314,0.00990938340505165,34.67104653734977
