Feature_Selection,Flatness_Weight,MAPE,MAE,RMSE,MSE,MASE
log_returns,1.0,29.222990298826062,0.05669700069703585,0.07537402717319222,0.00568124397230512,24.334293037450685
best_metric,1.0,75.7543843842962,0.14675502176705227,0.15808430970407936,0.024990648974615278,62.987100913498715
best_5,1.0,20.168506503844416,0.03697366253247714,0.04411071284105993,0.0019457549873464497,15.869057051904125
best_10,1.0,43.9696168691995,0.08390221297259191,0.08919714242349638,0.007956130216517499,36.01074151833202
best_20,1.0,27.636804000866157,0.05070306122764395,0.05979773931986121,0.0035757696277660756,21.761700524553444
