Feature_Selection,Flatness_Weight,MAPE,MAE,RMSE,MSE,MASE
log_returns,0.5,36.88363043025276,0.07523281225270713,0.08179655102009242,0.006690675758782584,130.9918515233138
best_metric,0.5,16.259344260733954,0.03504465679856846,0.042396761609017335,0.0017974853949318463,61.01811619940322
best_5,0.5,7.024614002523277,0.014552525703346655,0.01602161736002544,0.00025669222283106847,25.338176643176052
best_10,0.5,4.716098705249486,0.00982236125456317,0.012335055625653332,0.00015215359728796193,17.1022356939713
best_20,0.5,6.750479758597779,0.013708805057405226,0.017512266978053005,0.0003066794947106057,23.869129743678588
