Feature_Selection,Flatness_Weight,MAPE,MAE,RMSE,MSE,MASE
log_returns,0.5,32.28103622857853,0.06071887530266687,0.07268919217177916,0.005283718658585841,26.060477386006948
best_metric,0.5,57.826442150155124,0.11136747926174655,0.12111983645462104,0.01467001478279415,47.798804908197475
best_5,0.5,40.46066499434801,0.07705159522367823,0.0843059588100938,0.007107494690889232,33.070463589338466
best_10,0.5,29.951656970314623,0.05624968465056531,0.06190137486619067,0.0038317802103246617,24.142305461011972
best_20,0.5,22.57412000592531,0.041568207779442395,0.04813750911717978,0.002317219784006567,17.841031037105143
