Feature_Selection,Flatness_Weight,MAPE,MAE,RMSE,MSE,MASE
log_returns,2.0,135.57642984399865,0.20707407745917264,0.2498698374356299,0.06243493566010812,6.342017565785742
best_metric,2.0,131.74642003545927,0.19779007257441955,0.24981047161056547,0.06240527172629313,6.05767815072036
best_5,2.0,111.919458832725,0.14027319948742373,0.16145019612823908,0.026066165829846864,4.296120045898106
best_10,2.0,267.610191277232,0.3573205407470459,0.38165062070470157,0.14565719628428397,10.943586825736904
best_20,2.0,204.77918940626654,0.26604596342056275,0.28799858998756556,0.08294318783482589,8.14813806741342
