Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,24.215232167946507,0.05187625544291944,0.05590364566168463,0.003150702146631803,94.56030330046238
vol_only,28.46070023352862,0.061631642440583424,0.06461888212756546,0.004225654278984732,112.34247253061255
al_lme_closing_stock,21.681624293162354,0.04680068814258742,0.04819209342084029,0.0024183263660188087,85.30853330967341
best_vol,25.61507616345615,0.055615479878283615,0.05930839469682644,0.0035409676083930676,101.37618069364837
best5,21.459897813297594,0.045919107235902874,0.046969775996182475,0.002217032879323936,83.70158313163456
best4_vol,16.803349570133456,0.03645240329987593,0.03830330436056566,0.0015347443001779684,66.44562686024624
best10,8.262153730820817,0.017737937827097497,0.020273779529938845,0.00048793448504102837,32.332803640784334
best9_vol,14.672273960498526,0.03181550092437877,0.03338890643615957,0.0011442862473005763,57.99345753426047
best20,13.513000656292785,0.029335785223802334,0.03485913778153492,0.0012597533325257558,53.47341909387164
best19_vol,8.943840107561797,0.01932422392229723,0.023087883950026637,0.0005614380047776338,35.22429403465906
