Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,2.593372610061462,0.006018555088054442,0.00564408411132973,0.0005999208148608035,10.970652945125924
vol_only,3.359881715863372,0.007414689259905418,0.007909989852121603,0.0009568939709918204,13.515533442208667
al_lme_closing_stock,5.335535424483797,0.011391593832172229,0.010945803861286924,0.00108164914901961,20.76465540253075
best_vol,3.1462717970923175,0.0066044733063401724,0.005417786318981876,0.0006277912933590523,12.038667665103704
best5,1.749347604369743,0.003738009120938157,0.0036866350159014912,0.0003408375772031299,6.813662111844881
best4_vol,4.094661124406721,0.00885838985227118,0.009192468060852898,0.0007364107277801976,16.14711825347894
best10,4.300385467635397,0.009168529295391406,0.00980486796267937,0.00038593871656021313,16.7124420139642
best9_vol,2.854599880285891,0.006136183958303036,0.006069099428452971,0.0003758133260728673,11.185067450425692
best20,3.4066642178122026,0.007336222135897938,0.0074660770868743885,0.0005208184712829528,13.372503167916289
best19_vol,3.2052741545126664,0.006959663383099616,0.005956888815453111,0.0003101995461966195,12.686109950614147
