Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,1.5317761363081814,0.0031786488149073747,0.0033139743037626282,0.0004346043899133019,1.331229125224168
vol_only,3.4834556069233367,0.006402107369410512,0.009860287590581948,0.0014765084776543179,2.681224724480896
spx_small_cap_index,3.224414639896626,0.006376314056236213,0.008637661841863027,0.0015642105378132953,2.6704223956509145
best_vol,6.127781971390444,0.012636241359877728,0.015528617076551267,0.0032881118698106712,5.292101616491929
best5,8.865403359820244,0.017494977661199684,0.018178845127252843,0.0026330524573822682,7.326957195934798
best4_vol,30.561171944497634,0.062094700077289615,0.06077307486841414,0.012479866236439013,26.005475306763657
best10,10.800119452198174,0.02199179525635387,0.02219578116563535,0.0035067156498466926,9.210239968606933
best9_vol,12.656318439927993,0.02395824662293168,0.030352565717053182,0.005393623971052451,10.03379660696477
best20,12.732388261514885,0.02560455792932914,0.026142699070606866,0.005742074205229227,10.723277480090422
best19_vol,5.653267314295967,0.010638925054066392,0.013587191307500269,0.002562318802435292,4.455618634757229
