Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,26.978716173930287,0.05351919556895242,0.06586899532101806,0.004347510485149099,22.41402433821044
vol_only,30.25597036117042,0.05859653805672386,0.07512725324681974,0.0057218843975069735,24.540432945150688
spx_small_cap_index,39.39519520392258,0.07648694003489095,0.09076409726790088,0.008297808714532473,32.03299521362453
best_vol,41.1054984258899,0.07754164497209179,0.10192385662473566,0.010581382907907801,32.4747092917368
best5,30.607252241541595,0.05780774885923885,0.07156634568669887,0.005386118163076597,24.21008529918564
best4_vol,46.0767879969177,0.0924157419740587,0.1034015541483593,0.013646574703465572,38.70403259652121
best10,30.43114420332363,0.057180496705335995,0.07294958968016067,0.005715764795746025,23.947389926164572
best9_vol,31.949187888137025,0.06352998555596626,0.07314747803847485,0.006087576139875589,26.60657783286367
best20,45.80269632611255,0.08638541702415135,0.10964351949250004,0.01256845393845928,36.17851163609497
best19_vol,36.213390629214175,0.06950165968368266,0.08889925996501234,0.008050767836428134,29.107535625961486
