Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,22.13951341331042,0.04389379399149681,0.05328159254508589,0.002839104690159962,6.353536404608815
vol_only,26.888370596148153,0.04748812910413377,0.06125047736001154,0.0037520758774790912,6.873809019751781
spx_small_cap_index,37.90062777459562,0.06382571095896927,0.07554868458541242,0.00570861441980473,9.238640391997308
best_vol,32.64604092380937,0.053659692370321276,0.06866172481817522,0.004749829216433268,7.767130109577484
best5,59.03410787911904,0.10078021194686963,0.11949119030864937,0.015000636708814179,14.58772840626788
best4_vol,48.20246873606569,0.08256869712341354,0.09834379308819961,0.009679002969487953,11.95164909090233
best10,26.551721023329208,0.048364657650983,0.05700661741826238,0.0032765560907727447,7.000684724166039
best9_vol,30.518219868122163,0.05998936657039564,0.06993959222037434,0.004963537807915819,8.683337431899092
best20,46.889583844263505,0.07929364015309392,0.09759119273060514,0.009701723744896789,11.477591330205579
best19_vol,41.225633128522055,0.07047327930033417,0.08590775159876969,0.007502630262614354,10.200862237462953
