Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,0.42839190056680887,0.0009641226853399053,0.0007748743508043372,4.221696965435608e-05,1.7574075841333077
vol_only,6.528152829773798,0.01427685743543867,0.011309906360066405,0.0006846329413467695,26.0239286306623
al_lme_closing_stock,1.1527232824839104,0.002468558333558313,0.0025277704714772088,0.00029456029564509925,4.49970030084022
best_vol,11.025377189661986,0.02444476502899283,0.017360941695641157,0.0032115774647944254,44.5580425093229
best5,0.27762354557903485,0.0005823280292123671,0.0006190529133152427,6.20961289703125e-05,1.0614704026287005
best4_vol,5.323927654765439,0.011444069935741454,0.011177562884379702,0.0009616713837734152,20.860309112058662
best10,2.1370191085314145,0.0045884686149130285,0.0044896829289001496,0.00043895458515294587,8.363883213227025
best9_vol,2.3352119096450563,0.005132724844556015,0.0053206220011298285,0.00043368899815406255,9.355957054245728
best20,0.6575588442641839,0.0014205126427642859,0.0013392052918916122,0.00011525314419898491,2.589317448609849
best19_vol,1.428242031571087,0.003026826953880187,0.003143181806570491,5.8919142029270306e-05,5.51731562644988
