Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,0.20299653488431108,0.0003297715384792664,0.0005146639963261103,5.469448138340736e-05,0.047733751959053085
vol_only,0.22573257372061878,0.0010751668576939885,0.0008260453829596353,0.00010097212659471217,0.15562819137281605
spx_small_cap_index,0.6785050098904605,0.001128511433637112,0.0012312659452358816,0.00018686968457296544,0.16334970902765109
best_vol,3.748400945192241,0.005894144791990467,0.0072866413483631135,0.0010038893781381788,0.8531653362477966
best5,16.724281350660743,0.030783615984017004,0.032920179543168886,0.008376668738944777,4.455865101518427
best4_vol,0.871600781083609,0.0015601443079126635,0.003354399464882671,0.0006581727120782941,0.22582767984664479
best10,3.692595572189996,0.0035771695162159015,0.006340543505955523,0.0007380692959977704,0.5177879303652242
best9_vol,5.960008389013205,0.00939243448611956,0.010391673202394142,0.001438553107482584,1.3595355745968163
best20,7.369786909172642,0.011702976215254221,0.016325571030503177,0.0030540591392380916,1.6939817378350348
best19_vol,6.004836067680007,0.011200948604815741,0.013554804195843484,0.0022665626259987083,1.6213142737361799
