Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,0.6069616865784366,0.000956209265459955,0.0008437577717541073,7.360959364513963e-05,0.4004637498863151
vol_only,0.36860109056539686,0.0011497178411793395,0.0002830062631423368,3.885366515874052e-05,0.4815058111452266
spx_small_cap_index,0.8565571646856103,0.0018007007813328237,0.001563545648223517,0.00020716690815293737,0.7541397195820849
best_vol,2.036911192535698,0.003550579851970086,0.005713291000094859,0.0007313282157511432,1.4869951308271292
best5,10.34542664927588,0.020701570438793757,0.021267320626107138,0.004654098352092385,8.669889349448297
best4_vol,17.66546848133745,0.03609024624780476,0.038734511272001004,0.01706465254306029,15.114720039618446
best10,2.707259045443378,0.005826461039573443,0.0055103409069135025,0.0007614536892663311,2.440142049190191
best9_vol,0.8411388069380822,0.0021005364380916386,0.0009141200956895677,0.0003156492796042134,0.8797119303862745
best20,1.2048090032193146,0.002143481378633792,0.0034807861616420245,0.0003918938668636679,0.8976974201209772
best19_vol,5.51813126406191,0.01079598818521667,0.011164321503857268,0.0016011452453822527,4.521397217690192
