Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
vol_only,20.092722795641656,0.04352877445829592,0.049956624473860727,0.0024956643288223403,76.2686535086749
best_metric,11.264854564418338,0.023165746473142637,0.02739205049962911,0.0007503244305742313,40.33511282070124
vol_plus_4,13.17454500510733,0.028661899508040274,0.032733353359222804,0.0010714724221397426,50.21975715336419
vol_plus_9,12.56466998015945,0.027253694214493238,0.030590193914829023,0.0009357599637468425,47.75237958670377
vol_plus_19,8.853468797367926,0.019233359192590026,0.021779866059360255,0.0004743625655636728,33.69960276444141
