,5,22,66,252
5,1.9909599581365642,,,
10,1.664900150741976,,,
20,1.8366380186842033,,,
50,1.9659899450431406,6.170188871669993,,
100,2.0264470674613895,6.70136448924141,16.276478604476395,
200,2.082091899408692,7.163573523060958,15.779653455497376,
500,2.3108765397119275,8.356971877311551,20.627237001232924,47.92358794759933
1000,2.1951585910879188,7.839132289836222,20.10048401120346,65.84026355392669
