,5,22,66,252
5,1.8725783951490396,,,
10,1.3886286227699653,,,
20,1.5116296353025598,,,
50,1.666157314561611,4.294907913438037,,
100,1.7859130199897668,4.941885266380526,13.74770340269949,
200,1.7665383797314624,5.391992086340158,10.765835126508952,
500,1.7678265975527534,6.047550091473533,16.626483432602747,40.07005627655065
1000,1.676023188747288,4.7503907940973935,15.04336588332563,55.794189808721605
