,5,22,66,252
5,1.5676695453076148,,,
10,1.2657568209612238,,,
20,1.5043183352254397,,,
50,1.6791834597744701,4.095511990588402,,
100,1.7992595328740504,4.949182915150212,13.877769471532678,
200,1.8034587513711404,5.545895808576343,10.849743641072196,
500,1.7760520490217626,6.092321698575808,16.493655540973087,39.65458233782877
1000,1.6793261097825753,4.747550915183919,14.791971039959748,55.43434153158715
