Expiry,MAPE,MAE,MSE,RMSE,MASE
1w,54.08275451081377,0.0025284635034616516,1.3799519061223132e-05,0.003714770391453977,1.0350716964713675
1m,11.077600104069896,0.0014847322722721559,9.558611538146183e-06,0.003091700428266973,1.6738639239502726
3m,8.462542440770473,0.001161450448210833,3.341430241747132e-06,0.001827957943101299,3.478534404160854
1y,11.745629259168744,0.0015090045526214113,3.6111086080050156e-06,0.0019002917165543336,9.272314984861653
