Context_Window,MAPE,MAE,RMSE,MSE,MASE
5,36.61334758048401,0.06811365773883703,0.09415749729406535,0.008865634296681925,28.52623560748173
10,59.176508102304346,0.11519118777552612,0.13295875474133392,0.017678030462366184,48.24246812569476
20,14.581388295170717,0.028590692675188364,0.03427806582044544,0.0011749857963907896,11.97388104689165
50,61.87261228027347,0.12441979492260208,0.12975295385115074,0.016835829033098854,52.107440739788785
100,53.078771912178844,0.10064058707766865,0.12261593223866213,0.015034666838756181,42.148626192716264
200,67.43340990159862,0.1318842419034439,0.14723274293083577,0.02167748059093757,55.233576970373846
500,64.96774132428949,0.1288513283998941,0.1393504405827703,0.019418545290612193,53.96338214800027
1000,29.313138891509126,0.0669326416925346,0.07391845862979804,0.005463938526205164,28.031622755423975
