Context_Window,MAPE,MAE,RMSE,MSE,MASE
5,46.550937993292855,0.07791476798810618,0.09392227502618108,0.008821393746093599,11.278002420227816
10,87.37231700949428,0.1630948672734375,0.1787424609868221,0.03194886735962561,23.60764660323891
20,107.99747181900818,0.18891806000581549,0.23045077089963473,0.053107557808235936,27.345500641105332
50,96.86391858055079,0.1666652476660838,0.20770640993127212,0.043141952726537654,24.124451821930514
100,74.9644266838287,0.12951161033213562,0.16825396022581096,0.028309395131668778,18.74653923113004
200,32.710048800870965,0.056751209329462135,0.06776679102430659,0.00459233796573204,8.214620831139902
500,53.450085334940255,0.08986109905002618,0.11394566051771395,0.012983613550818115,13.007209271613721
1000,23.1742248436404,0.04407028573967351,0.051371989719544944,0.0026390813277450314,6.3790830098331925
