Context_Window,MAPE,MAE,RMSE,MSE,MASE
5,57.29265518747882,0.07269096556781003,0.08668507014758776,0.007514301386492211,2.2147544975194298
10,64.20280042574103,0.07956475552990255,0.09302891160107148,0.008654378393679971,2.4241857124528288
20,69.51169695467115,0.08531133316903491,0.09858460421468918,0.00971892418816691,2.5992729268294257
50,62.7945626947471,0.07812184112373083,0.09142528927255789,0.008358583518570889,2.3802228740774973
100,57.63919978458782,0.07297118232573782,0.08690404930601518,0.007552313785782317,2.2232921654407884
200,56.92848444855234,0.07223471112848918,0.08637374083703647,0.007460423106183542,2.20085329860694
500,66.61860976558758,0.0823637463158052,0.09566052190183919,0.009150935450532255,2.5094656008567116
1000,38.68588430175241,0.06262773288582642,0.08523809417094344,0.007265532697894622,1.9081470715771143
