date,al_lme_prices,"('FeatureName.EXCHANGE_CURRENCY', 'us_dollar_index')","('FeatureName.EXPORT_CURRENCY', 'canadian_dollar_spot')","('FeatureName.EXPORT_CURRENCY', 'euro_spot')","('FeatureName.EXPORT_CURRENCY', 'emirate_dirham_spot')","('FeatureName.EXPORT_CURRENCY', 'russian_ruble_spot')","('FeatureName.EXPORT_CURRENCY', 'indian_rupee_spot')","('FeatureName.EXPORT_CURRENCY', 'nor_krone_spot')","('FeatureName.EXPORT_CURRENCY', 'australian_dollar_spot')","('FeatureName.EXPORT_CURRENCY', 'malaysian_ringgit_spot')","('FeatureName.IMPORT_CURRENCY', 'euro_spot')","('FeatureName.IMPORT_CURRENCY', 'japanese_yen_spot')","('FeatureName.IMPORT_CURRENCY', 'mexican_peso_spot')","('FeatureName.IMPORT_CURRENCY', 'south_korean_won_spot')","('FeatureName.IMPORT_CURRENCY', 'china_yuan_spot')","('FeatureName.IMPORT_CURRENCY', 'uk_pound_spot')","('FeatureName.IMPORT_CURRENCY', 'indian_rupee_spot')","('FeatureName.INVENTORY_STOCK', 'al_lme_closing_stock')","('FeatureName.INVENTORY_STOCK', 'al_comex_stocks')","('FeatureName.INVENTORY_STOCK', 'al_shfe_stocks')","('FeatureName.INVENTORY', 'al_lme_cancelled_warrants')","('FeatureName.INVENTORY', 'al_lme_delivered_out')","('FeatureName.INVENTORY', 'al_lme_delivered_in')","('FeatureName.SENTIMENT', 'pct_change_indpro_us')","('FeatureName.SENTIMENT', 'vdax_index')","('FeatureName.SENTIMENT', 'vix')","('FeatureName.SENTIMENT', '10yr_tips')","('FeatureName.SENTIMENT', 'ftse_bric_50_index')","('FeatureName.SENTIMENT', 'msci_em_europe_index')","('FeatureName.SENTIMENT', 'msci_europe_index')","('FeatureName.SENTIMENT', 'us_treasuries_2y')","('FeatureName.SENTIMENT', 'us_treasuries_10y')","('FeatureName.SENTIMENT', 'spx_small_cap_index')","('FeatureName.SENTIMENT', 'spx_index')","('FeatureName.SENTIMENT', 'eurostoxx_banks_index')","('FeatureName.SENTIMENT', 'eurostoxx_50_index')","('FeatureName.SENTIMENT', 'bdi')","('FeatureName.SENTIMENT', 'china_300')","('FeatureName.SENTIMENT', 'china_gdp_agr')","('FeatureName.SENTIMENT', 'germany_gdp_agr')","('FeatureName.SENTIMENT', 'japan_gdp_agr')","('FeatureName.SENTIMENT', 'us_gdp_agr')","('FeatureName.SENTIMENT', 'china_caixin_pmi')","('FeatureName.SENTIMENT', 'germany_pmi')","('FeatureName.SENTIMENT', 'japan_pmi')","('FeatureName.SENTIMENT', 'us_pmi')"
6/1/2015,1722.5,97.392,1.2521,1.0925,3.673,53.48,63.5838,7.9544,0.7604,3.681,1.0925,124.76,15.4808,1115.2,6.1985,1.52,63.5838,,,,,,,-0.9,27.15,13.97,0.39,1093.53,274.051,1685.534,0.64,2.19,715.27,2111.7316,153.24,3575.04,589,5076.179,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/2/2015,1701.25,95.835,1.2399,1.1152,3.673,52.735,63.6792,7.8255,0.7768,3.697,1.1152,124.08,15.4273,1106.58,6.198,1.5342,63.6792,,,,,,,-0.9,27.43,14.24,0.44,1095.5,276.071,1703.594,0.64,2.27,717.2,2109.5972,154.91,3561.89,591,5161.87,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/3/2015,1714.25,95.465,1.2453,1.1274,3.673,54.3,63.9867,7.7561,0.7784,3.6835,1.1274,124.24,15.5108,1106.51,6.1976,1.5336,63.9867,,,,,,,-0.9,26.31,13.66,0.55,1090,273.589,1722.34,0.69,2.38,724.65,2114.0674,156.5,3583.82,598,5143.59,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/4/2015,1705.75,95.461,1.2502,1.1237,3.6724,56.235,63.954,7.7564,0.7687,3.695,1.1237,124.36,15.5335,1112.65,6.2006,1.5364,63.954,,,,,,,-0.9,25.99,14.71,0.5,1081.52,269.494,1710.325,0.66,2.31,717.58,2095.8441,155.53,3556.38,603,5181.416,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/5/2015,1712.5,96.306,1.2437,1.1111,3.6726,56.195,63.7595,7.9479,0.7627,3.717,1.1111,125.61,15.7035,1123.54,6.2024,1.527,63.7595,,,,,,,-0.9,26.29,14.21,0.55,1070.92,267.03,1669.029,0.73,2.41,722.12,2092.8309,152.87,3510.01,610,5230.552,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/8/2015,1710,95.299,1.241,1.1291,3.673,55.995,63.9369,7.8075,0.7699,3.766,1.1291,124.47,15.6255,1117.87,6.2053,1.5348,63.9369,,,,,,,-0.9,25.3,15.29,0.54,1078.99,264.893,1667.694,0.7,2.39,718.46,2079.2804,151.14,3468.31,610,5353.7514,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/9/2015,1711.75,95.166,1.2336,1.1283,3.673,55.6625,64.0001,7.7778,0.7687,3.747,1.1283,124.32,15.5765,1120.45,6.2047,1.5384,64.0001,,,,,,,-0.9,25.81,14.47,0.56,1070.65,266.784,1666.727,0.72,2.42,716.81,2080.1521,150.98,3456.79,612,5317.461,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/10/2015,1722.5,94.646,1.2253,1.1324,3.673,54.316,63.7562,7.7605,0.7758,3.7325,1.1324,122.65,15.4278,1109.86,6.2055,1.5529,63.7562,,,,,,,-0.9,24.35,13.22,0.63,1070.11,272.632,1705.887,0.75,2.5,727.24,2105.2023,154.26,3526.48,618,5309.112,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/11/2015,1713.25,94.976,1.229,1.1257,3.6724,54.798,63.9493,7.8424,0.7753,3.745,1.1257,123.39,15.344,1112.44,6.2065,1.5513,63.9493,,,,,,,-0.9,25.62,12.85,0.56,1073.44,272.369,1704.843,0.73,2.39,727.12,2108.8562,155.27,3551.91,629,5306.59,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/12/2015,1701.5,94.972,1.232,1.1268,3.6726,55.09,64.0895,7.7419,0.7723,3.758,1.1268,123.37,15.4,1111.17,6.2081,1.5554,64.0895,,,,,,,-0.9,29.36,13.78,0.55,1080.95,270.571,1694.137,0.74,2.39,725.95,2094.1057,153.32,3502.77,642,5335.1151,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/15/2015,1676.75,94.81,1.2324,1.1283,3.673,54.5,64.0747,7.7489,0.7761,3.759,1.1283,123.41,15.4313,1115.62,6.208,1.5599,64.0747,,,,,,,-0.9,33.41,15.39,0.51,1067.81,269.09,1664.561,0.72,2.36,723.76,2084.4253,149.34,3438.07,656,5221.1665,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/16/2015,1666,94.999,1.2291,1.1246,3.673,54.055,64.1557,7.7525,0.7747,3.749,1.1246,123.34,15.3894,1117.74,6.2085,1.5644,64.1557,,,,,,,-0.9,32.34,14.81,0.44,1065.1,270.156,1672.325,0.71,2.32,728.76,2096.2924,149.54,3454.09,681,5064.8212,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/17/2015,1665.5,94.296,1.2223,1.1335,3.6724,53.63,64.0005,7.6568,0.7744,3.757,1.1335,123.41,15.2554,1114.15,6.2086,1.583,64.0005,,,,,,,-0.9,33.95,14.5,0.42,1073.05,269.754,1664.633,0.67,2.32,727.56,2100.4437,148.38,3428.76,725,5138.8307,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/18/2015,1663,94.042,1.222,1.1358,3.6727,53.47,63.5668,7.7895,0.7796,3.708,1.1358,122.95,15.337,1104.58,6.2075,1.5879,63.5668,,,,,,,-0.9,33.95,13.19,0.46,1073.18,274.894,1692.224,0.66,2.35,735.56,2121.2354,149.33,3450.45,773,4930.5491,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/19/2015,1652.75,94.085,1.2264,1.1352,3.6726,54,63.4903,7.7269,0.7768,3.739,1.1352,122.65,15.3457,1102.2,6.2085,1.5882,63.4903,,,,,,,-0.9,33.95,13.96,0.4,1065.34,274.182,1686.988,0.65,2.26,736.35,2109.9883,150.64,3455.8,779,4637.0517,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/22/2015,1668.25,94.329,1.2308,1.134,3.6726,53.935,63.5134,7.738,0.7726,3.73,1.134,123.36,15.338,1100.38,6.2085,1.5822,63.5134,,,,,,,-0.9,24.12,12.74,0.47,1080.85,279.221,1735.71,0.68,2.37,739.92,2122.8468,157.74,3596.07,779,4637.0517,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/23/2015,1684.5,95.432,1.2324,1.1169,3.6725,53.78,63.5968,7.8233,0.7732,3.7376,1.1169,123.94,15.3963,1105.73,6.2066,1.5729,63.5968,,,,,,,-0.9,25.31,12.11,0.5,1089.4,277.767,1722.655,0.7,2.42,742.13,2124.1985,158.79,3625.97,790,4786.0906,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/24/2015,1676.25,95.264,1.2382,1.1205,3.6729,54.258,63.5159,7.8483,0.77,3.7491,1.1205,123.84,15.4979,1109.18,6.2061,1.5702,63.5159,,,,,,,-0.9,26.43,13.26,0.48,1092.7,278.941,1716.76,0.68,2.38,736.38,2108.5781,157.52,3610.95,829,4880.1261,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/25/2015,1684.75,95.187,1.2327,1.1204,3.6724,54.6629,63.5083,7.8017,0.7733,3.7551,1.1204,123.6,15.4803,1110.98,6.2084,1.5744,63.5083,,,,,,,-0.9,27.68,14.01,0.49,1080.55,279.808,1712.972,0.68,2.4,735.75,2102.3121,158.41,3610.91,829,4706.5159,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/26/2015,1665.5,95.472,1.2316,1.1164,3.6724,54.773,63.4423,7.8364,0.7653,3.7666,1.1164,123.85,15.5542,1121.95,6.208,1.575,63.4423,,,,,,,-0.9,28.82,14.02,0.57,1067.43,277.013,1706.987,0.72,2.49,734.44,2101.4874,159.68,3621.37,823,4336.1947,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/29/2015,1660.5,94.79,1.24,1.1235,3.6728,55.675,63.6974,7.8556,0.7673,3.7826,1.1235,122.53,15.6834,1119.16,6.2085,1.5737,63.6974,,,,,,,-0.9,32.79,18.85,0.46,1041.82,271.86,1662.318,0.64,2.33,717.17,2057.6411,150.36,3468.9,813,4191.5486,7,1.2,-0.1,3.8,49.2,51.1,50.9,54
6/30/2015,1651,95.485,1.2491,1.1135,3.6728,55.3,63.594,7.8419,0.7704,3.772,1.1135,122.49,15.7374,1119.03,6.2,1.5705,63.594,,,,,,,-1.6,34.04,18.23,0.48,1053.13,277.046,1638.879,0.64,2.35,719.2,2063.1118,149.91,3424.3,800,4472.9976,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/1/2015,1688.75,96.31,1.2586,1.1052,3.6729,55.8,63.54,7.9316,0.7643,3.744,1.1052,123.15,15.7795,1124.21,6.2008,1.5613,63.54,,,,,,,-1.6,31.22,16.09,0.54,1052.05,274.215,1657.307,0.69,2.43,722.15,2077.4243,153.7,3496.28,794,4253.021,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/2/2015,1686.75,96.113,1.2536,1.1083,3.6724,55.48,63.289,7.9547,0.7628,3.7761,1.1083,123.04,15.6603,1122.5,6.2044,1.5606,63.289,,,,,,,-1.6,33.5,16.79,0.49,1053.43,275.818,1651.178,0.64,2.4,717.55,2076.7757,151.66,3463.25,794,4107.9961,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/3/2015,1671.5,96.113,1.2572,1.1112,3.6726,55.9355,63.4013,7.9776,0.7508,3.777,1.1112,122.8,15.7249,1121.6,6.2047,1.5568,63.4013,,,,,,,-1.6,34.46,16.79,0.49,1046.39,273.349,1641.8,0.64,2.4,717.55,2076.7757,150.78,3441.76,805,3885.9169,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/6/2015,1652.25,96.298,1.2651,1.1055,3.6729,56.889,63.254,8.0721,0.7495,3.8071,1.1055,122.55,15.7119,1125.09,6.2089,1.5601,63.254,,,,,,,-1.6,31.62,17.01,0.43,1016.17,268.404,1617.572,0.6,2.3,716.16,2068.7566,144.92,3365.2,815,3998.537,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/7/2015,1623,96.865,1.2702,1.101,3.6729,56.739,63.4662,8.1553,0.7447,3.8061,1.101,122.53,15.7848,1133.8,6.2097,1.546,63.4662,,,,,,,-1.6,32.71,16.09,0.4,1000.68,260.815,1571.983,0.58,2.27,717.06,2081.3409,141.01,3294.19,830,3928.0025,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/8/2015,1629.75,96.294,1.2744,1.1075,3.673,57.395,63.4495,8.217,0.7427,3.8056,1.1075,120.7,15.843,1134.53,6.2087,1.5359,63.4495,,,,,,,-1.6,34.79,19.66,0.39,953.34,259.768,1592.574,0.55,2.22,707.83,2046.684,143,3327.5,840,3663.0375,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/9/2015,1659.75,96.606,1.2703,1.1036,3.6724,57.0993,63.3082,8.138,0.7442,3.7937,1.1036,121.33,15.8105,1131.22,6.2078,1.5377,63.3082,,,,,,,-1.6,36.51,19.97,0.47,977.23,265.914,1624.639,0.6,2.32,709.22,2051.3114,148.11,3420.03,853,3897.6263,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/10/2015,1657.5,96.025,1.2655,1.1162,3.6728,56.335,63.3482,8.0139,0.7436,3.7921,1.1162,122.74,15.7117,1130.2,6.2092,1.5524,63.3482,,,,,,,-1.6,34.01,16.83,0.55,1004.06,268.855,1676.861,0.65,2.42,719.22,2076.6184,153.5,3528.81,874,4106.5561,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/13/2015,1673.25,96.858,1.2739,1.1002,3.673,56.5108,63.44,8.0843,0.7405,3.8048,1.1002,123.42,15.7003,1135.59,6.2081,1.5486,63.44,,,,,,,-1.6,27.6,13.9,0.58,1014.07,271.058,1684.536,0.69,2.44,725.02,2099.5992,156.75,3590.43,900,4211.8116,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/14/2015,1663.25,96.643,1.2722,1.1009,3.6729,56.393,63.271,8.093,0.7447,3.8048,1.1009,123.35,15.6605,1142.21,6.2088,1.563,63.271,,,,,,,-1.6,26.09,13.37,0.56,1010.11,271.631,1691.387,0.66,2.41,728.07,2108.955,156.95,3607.19,915,4112.1488,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/15/2015,1674.75,97.166,1.2912,1.0947,3.6729,56.8805,63.497,8.1527,0.7376,3.8038,1.0947,123.76,15.781,1146.51,6.2082,1.5635,63.497,,,,,,,-1.6,27.48,13.23,0.52,1004.55,271.473,1691.349,0.64,2.36,722.54,2107.403,157.85,3623.87,951,3966.7585,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/16/2015,1673.75,97.668,1.2952,1.0874,3.673,56.942,63.4527,8.1583,0.74,3.8052,1.0874,124.14,15.8297,1145.79,6.2094,1.5605,63.4527,,,,,,,-1.6,27.48,12.11,0.52,1009.86,273.236,1706,0.67,2.36,727.56,2124.2865,160.54,3676.41,1009,3997.3555,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/17/2015,1655,97.862,1.297,1.0828,3.6726,56.9365,63.4817,8.1743,0.737,3.8044,1.0828,124.07,15.9225,1149.18,6.2085,1.5608,63.4817,,,,,,,-1.6,27.48,11.95,0.51,1005.9,273.187,1698.683,0.68,2.34,723.35,2126.6439,160.12,3670.34,1048,4151.4956,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/20/2015,1644.5,98.029,1.2992,1.0825,3.673,57.205,63.5901,8.2359,0.7367,3.8071,1.0825,124.25,16.003,1155.7,6.2095,1.5563,63.5901,,,,,,,-1.6,18.13,12.25,0.56,1001.22,271.021,1704.903,0.71,2.38,719.86,2128.2836,161.45,3686.58,1067,4160.612,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/21/2015,1615.75,97.328,1.2944,1.0936,3.6729,56.928,63.5728,8.1019,0.7417,3.8059,1.0936,123.87,16.0028,1147.84,6.2095,1.5557,63.5728,,,,,,,-1.6,18.35,12.22,0.53,1010.99,272.851,1698.645,0.71,2.35,717.72,2119.21,159.82,3647.96,1113,4166.0057,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/22/2015,1614.5,97.598,1.303,1.0933,3.673,56.955,63.5612,8.1565,0.7373,3.7911,1.0933,123.94,16.0925,1156.04,6.2093,1.5613,63.5612,,,,,,,-1.6,18.65,12.12,0.53,1000.72,269.057,1681.399,0.75,2.33,719.42,2114.1512,160.13,3635.58,1118,4157.1604,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/23/2015,1593,97.115,1.3033,1.0981,3.673,57.689,63.9113,8.1751,0.7352,3.8042,1.0981,123.89,16.21,1161.13,6.2091,1.5511,63.9113,,,,,,,-1.6,18.1,12.64,0.49,995.57,267.694,1685.741,0.71,2.28,710.84,2102.148,160.23,3634.64,1102,4250.805,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/24/2015,1602.5,97.244,1.3048,1.0982,3.6726,58.4455,64.0962,8.201,0.728,3.8086,1.0982,123.79,16.2641,1169.35,6.2095,1.5512,64.0962,,,,,,,-1.6,19.66,13.74,0.51,979.17,261.089,1668.65,0.7,2.27,701.72,2079.6492,158.64,3600,1086,4176.2787,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/27/2015,1599,96.502,1.3038,1.1091,3.673,59.9955,64.1922,8.1716,0.7268,3.8176,1.1091,123.22,16.2907,1166.56,6.2091,1.5556,64.1922,,,,,,,-1.6,22.16,15.6,0.5,950.1,258.965,1652.293,0.68,2.23,696.86,2067.6418,154.68,3513.1,1090,3818.7314,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/28/2015,1616.75,96.772,1.2918,1.1058,3.673,59.868,63.7892,8.1644,0.7334,3.8131,1.1058,123.55,16.2705,1159.46,6.2084,1.5609,63.7892,,,,,,,-1.6,21.12,13.44,0.51,951.8,256.574,1659.975,0.69,2.26,702.45,2093.2533,157.27,3554.11,1094,3811.0926,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/29/2015,1624.75,96.976,1.2943,1.0984,3.673,58.494,63.8112,8.1458,0.7291,3.8123,1.0984,123.92,16.284,1161.04,6.2089,1.5602,63.8112,,,,,,,-1.6,20.42,12.5,0.52,960.58,261.463,1676.069,0.7,2.29,706.27,2108.5686,156.39,3575.53,1104,3930.3791,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/30/2015,1606.5,97.56,1.2999,1.0931,3.673,59.7355,64.1277,8.1685,0.729,3.8156,1.0931,124.14,16.2671,1172.17,6.2096,1.5599,64.1277,,,,,,,-1.6,20.14,12.13,0.51,955.91,258.568,1670.035,0.72,2.28,708.8,2108.63,156.67,3583.79,1100,3815.4118,7,1.8,1.7,3.3,49.4,51.9,50.1,53.6
7/31/2015,1582,97.336,1.3086,1.0987,3.6724,61.726,63.9779,8.1722,0.7302,3.8156,1.0987,123.92,16.1077,1165.67,6.2097,1.5622,63.9779,,,,,,,-1.2,19.31,12.12,0.46,960.45,262.303,1689.051,0.67,2.2,712.64,2103.8354,157.65,3600.69,1131,3816.6993,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/3/2015,1576.75,97.494,1.3151,1.0949,3.673,63.5543,64.1668,8.2518,0.7284,3.8498,1.0949,124.01,16.1777,1170.04,6.2087,1.5584,64.1668,,,,,,,-1.2,18.29,12.56,0.46,949,257.29,1690.518,0.68,2.16,708.36,2098.0397,158.32,3635.4,1151,3829.2354,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/4/2015,1581.75,97.931,1.3189,1.088,3.6728,62.8218,63.7876,8.2938,0.7378,3.8506,1.088,124.38,16.2928,1168.37,6.2086,1.556,63.7876,,,,,,,-1.2,17.6,13,0.52,948.39,259.256,1685.508,0.74,2.23,708.48,2093.3239,155.73,3619.31,1200,3948.1554,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/5/2015,1559.75,97.958,1.3178,1.0904,3.6728,63.489,63.6817,8.2529,0.7353,3.8761,1.0904,124.88,16.3738,1172.91,6.2096,1.56,63.6817,,,,,,,-1.2,17.19,12.51,0.58,954.17,258.329,1693.363,0.73,2.28,711.29,2099.8422,157.64,3676.75,1222,3866.8998,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/6/2015,1559.25,97.833,1.3105,1.0923,3.6724,63.9555,63.7123,8.2749,0.7343,3.904,1.0923,124.73,16.321,1162.68,6.2096,1.551,63.7123,,,,,,,-1.2,17.79,13.77,0.56,944.39,256.328,1687.254,0.71,2.23,705.22,2083.5585,157.6,3668.47,1201,3831.8516,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/7/2015,1556.5,97.563,1.3128,1.0965,3.6724,64.0215,63.7292,8.267,0.7416,3.9241,1.0965,124.21,16.1508,1163.7,6.2087,1.5495,63.7292,,,,,,,-1.2,17.85,13.39,0.52,947.94,256.839,1676.563,0.73,2.18,701.21,2077.5684,156.06,3637.8,1200,3906.9448,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/10/2015,1585.5,97.159,1.3,1.1016,3.673,63.0205,63.7629,8.1974,0.741,3.9336,1.1016,124.61,16.1604,1158.2,6.2094,1.5586,63.7629,,,,,,,-1.2,17.17,12.23,0.55,956.42,256.954,1694.291,0.73,2.24,709.67,2104.1825,157.71,3674.94,1197,4084.3646,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/11/2015,1554,97.29,1.311,1.104,3.673,64.189,64.3222,8.2747,0.7302,3.96,1.104,125.1,16.3125,1178.23,6.3232,1.5572,64.3222,,,,,,,-1.2,21.4,13.71,0.49,949.27,256.466,1677.22,0.68,2.15,704.68,2084.0735,156.14,3605.28,1162,4066.6692,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/12/2015,1556.75,96.262,1.2975,1.1156,3.673,64.4755,64.8448,8.1507,0.7375,4.0371,1.1156,124.2,16.2808,1172.58,6.3845,1.5612,64.8448,,,,,,,-1.2,27.79,13.61,0.52,932.31,252.469,1652.992,0.67,2.14,701.76,2086.0464,151.28,3484.41,1093,4016.1262,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/13/2015,1543.25,96.445,1.3055,1.1148,3.673,64.7343,65.1929,8.2174,0.7355,4.0076,1.1148,124.41,16.4006,1177.51,6.3982,1.5607,65.1929,,,,,,,-1.2,24.49,13.49,0.57,934.64,253.4,1658.698,0.72,2.19,701,2083.3873,152.79,3516.15,1046,4075.463,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/14/2015,1550.5,96.52,1.3086,1.1106,3.6724,64.858,65.1185,8.2345,0.7369,4.0791,1.1106,124.3,16.3687,1178.33,6.3908,1.5643,65.1185,,,,,,,-1.2,23.41,12.83,0.58,936.73,251.529,1653.486,0.73,2.2,706.9,2091.5436,151.45,3491.03,1055,4073.54,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/17/2015,1537.5,96.806,1.3077,1.108,3.6726,65.303,65.4262,8.21,0.7366,4.1016,1.108,124.38,16.4259,1182.36,6.3937,1.5582,65.4262,,,,,,,-1.2,25.22,13.02,0.58,929.48,248.458,1652.284,0.72,2.16,712.25,2102.4364,152.26,3497.9,1063,4077.8721,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/18/2015,1527,97.04,1.3057,1.1018,3.673,65.8175,65.4437,8.2803,0.7338,4.0791,1.1018,124.39,16.39,1185.07,6.3928,1.5656,65.4437,,,,,,,-1.2,24.34,13.79,0.62,921.32,246.281,1649.222,0.74,2.2,708.02,2096.9194,152.82,3495.38,1046,3825.4122,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/19/2015,1529.5,96.359,1.3128,1.1117,3.6728,66.585,65.0995,8.2909,0.7345,4.1041,1.1117,123.78,16.6168,1183.16,6.3956,1.5678,65.0995,,,,,,,-1.2,31.45,15.25,0.55,910.73,243.49,1622.7,0.67,2.12,701.36,2079.6107,151.01,3429.84,1031,3886.1357,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/20/2015,1550,95.98,1.3087,1.1241,3.673,67.8655,65.4231,8.2217,0.7336,4.1342,1.1241,123.38,16.8003,1183.93,6.3875,1.5687,65.4231,,,,,,,-1.2,31.45,19.14,0.53,896.36,241.718,1610.572,0.69,2.09,686.3,2035.7341,147.12,3353.48,1014,3761.4541,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/21/2015,1523.5,95.008,1.3184,1.1387,3.673,69.0443,66.0238,8.1892,0.7319,4.1726,1.1387,122.01,16.9867,1194.85,6.3887,1.5695,66.0238,,,,,,,-1.2,31.45,28.03,0.52,878.38,237.794,1574.012,0.64,2.05,676.91,1970.8891,141.96,3247.26,994,3589.5358,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/24/2015,1496,93.332,1.3286,1.1618,3.673,70.844,66.8044,8.2093,0.7153,4.258,1.1618,118.39,17.2012,1189.94,6.4029,1.5774,66.8044,,,,,,,-1.2,40.5,40.74,0.52,832.54,226.545,1523.966,0.59,2.01,651.04,1893.2139,133.82,3073.39,968,3275.5342,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/25/2015,1535.5,94.53,1.3331,1.1514,3.6731,68.9555,66.2705,8.2248,0.7126,4.2097,1.1514,118.86,17.2015,1189.95,6.4114,1.5686,66.2705,,,,,,,-1.2,33.88,36.02,0.59,839.47,236.643,1564.796,0.67,2.12,644.28,1867.6109,141.22,3218.01,942,3042.9266,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/26/2015,1509.75,95.1,1.329,1.1315,3.6729,68.9418,65.9938,8.3778,0.712,4.2446,1.1315,119.9,17.0003,1182.2,6.4095,1.5458,65.9938,,,,,,,-1.2,35.04,30.32,0.65,836.05,233.313,1535.623,0.67,2.18,659.31,1940.5107,139.72,3170.73,918,3025.692,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/27/2015,1542,95.61,1.3197,1.1243,3.6724,66.1543,65.9583,8.2959,0.7164,4.2306,1.1243,121.03,16.8756,1173.13,6.4038,1.5399,65.9583,,,,,,,-1.2,31.11,26.1,0.6,872.5,239.96,1563.304,0.68,2.18,670.52,1987.6625,144.21,3280.78,905,3205.6375,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/28/2015,1587.75,96.106,1.32,1.1179,3.6724,65.2015,66.14,8.2769,0.7171,4.192,1.1179,121.7,16.7469,1178.87,6.3865,1.5391,66.14,,,,,,,-1.2,31.03,26.05,0.58,866.69,242.787,1568.965,0.72,2.19,674.84,1988.8714,143.82,3286.59,903,3342.2863,7,1.8,1.7,3.3,47.8,51.8,51.2,53.8
8/31/2015,1587.75,95.824,1.3135,1.1211,3.6728,63.843,66.4023,8.2771,0.711,4.192,1.1211,121.22,16.7502,1181.82,6.376,1.5342,66.4023,,,,,,,-1.3,31.68,28.43,0.58,865.92,243.083,1564.404,0.74,2.21,674.86,1972.1847,142.85,3269.63,903,3366.5359,7,1.8,1.7,3.3,47.3,53.3,51.7,53
9/1/2015,1583.25,95.45,1.3259,1.1317,3.6727,66.1505,66.373,8.285,0.7014,4.164,1.1317,119.36,16.9642,1179.05,6.363,1.5302,66.373,,,,,,,-1.3,35.34,31.4,0.6,841.5,235.969,1528.101,0.7,2.17,656.27,1913.8527,138.68,3188.73,911,3362.0827,7,1.8,1.7,3.3,47.3,53.3,51.7,53
