expiry,window_size,freq,positional_embedding,mape,mae,rmse,mse,mase
66,128,0,1,27.1124645926756,0.05766477675635012,0.07553775188497866,0.005705951959836596,24.150209403644542
66,128,1,1,53.34570242562374,0.10882792071174964,0.18144449505339094,0.03292210478518001,45.57751233923846
66,128,2,1,32.304731826683586,0.06483481140149103,0.09503828107525507,0.009032274869739187,27.153044892684576
66,256,0,1,19.804385647700578,0.04130369710073757,0.049194473768375095,0.0024200962493473453,17.29813224357403
66,256,1,1,32.76281788325679,0.06765579504094413,0.09899996989705541,0.009800994039617877,28.334482668901156
66,256,2,1,25.159136485278356,0.05331770210760194,0.06594785569893061,0.004349119671286974,22.32963939599282
66,512,0,1,25.276236573331435,0.05274983722698037,0.060954778385777404,0.003715485008059236,22.09181560560632
66,512,1,1,28.362824059393326,0.06081827200669012,0.07018165299453293,0.004925464417045031,25.470904200936424
66,512,2,1,25.82372135339286,0.054449664426646914,0.061194260503599794,0.0037447375185824337,22.80370915884785
66,1024,0,1,18.437488254535634,0.03886673341772453,0.049385929933686595,0.002438970075415002,16.27752336300014
66,1024,1,1,26.27524585276038,0.05590336334159005,0.06583286188012026,0.004333965703326991,23.412523328961875
66,1024,2,1,22.972902826512133,0.04753987675677771,0.056902243302878124,0.003237865292899938,19.909866009725004
66,128,0,0,23.36360369680566,0.046846992810173176,0.05453279404937295,0.002973825626831326,19.619683798951414
66,128,1,0,25.66508984397182,0.05233239052685573,0.060738464473300176,0.0036891610665743474,21.916987473253233
66,128,2,0,24.676565717123502,0.05119932744058698,0.05963914440716349,0.0035568275456185,21.442456705249924
66,256,0,0,21.203957531895778,0.043093057599406064,0.0496270413893089,0.0024628432370561787,18.04752265436228
66,256,1,0,22.677384814158096,0.046642588684253354,0.05587080503535061,0.003121546855298159,19.534078638893476
66,256,2,0,22.42651920965107,0.04619861887518057,0.05494637626778907,0.0030191042649614533,19.34814253610915
66,512,0,0,20.731029497651317,0.04186214583965738,0.0494041751893606,0.002440772526141033,17.532012521010977
66,512,1,0,23.344441927189337,0.047903563528586185,0.05830940642145395,0.003399986877222295,20.062179296805283
66,512,2,0,23.945809755522614,0.04890650580487821,0.0578947909371557,0.0033518068176569657,20.482215016262966
66,1024,0,0,19.775368011376013,0.03983115784499271,0.046691224174282196,0.0021800704148930744,16.681427673094458
66,1024,1,0,24.030647743527503,0.049333404481994025,0.05838973748317138,0.003409361443353669,20.661001669509663
66,1024,2,0,23.55947085642521,0.04765751188896756,0.05685849799259892,0.003232888793974375,19.95913201291468
