expiry,window_size,freq,positional_embedding,mape,mae,rmse,mse,mase
252,256,0,1,20.58471667783488,0.043766822626167025,0.05065006939660851,0.0025654295298812575,79.77838288497372
252,256,1,1,162.97609979178188,0.3519756724752599,0.5185064562285806,0.26884894515072094,641.5830137995687
252,256,2,1,19.024340324477635,0.04064309510506088,0.0470179840582767,0.0022106908249043622,74.08443675743048
252,512,0,1,17.122657372013926,0.03675943065513742,0.04443090775118572,0.0019741055635943755,67.0052738003847
252,512,1,1,75.05214514242759,0.16408073445234253,0.23597719287289728,0.055685235556172566,299.0871822932026
252,512,2,1,24.215480583793664,0.05253173759529693,0.06494458517686545,0.0042177991437951316,95.75511366879397
252,1024,0,1,20.262890268855948,0.043876050532352065,0.06007920096728553,0.0036095103888674827,79.97748405792805
252,1024,1,1,24.679994611277117,0.052703346072944385,0.08584187245490843,0.0073688270665647655,96.06792245898201
252,1024,2,1,19.03077501769282,0.04061821435005753,0.04459509105307573,0.001988722146032115,74.03908399293856
252,256,0,0,39.56063628374842,0.08520080648039632,0.11430558180313741,0.013065766031353739,155.30445560463767
252,256,1,0,22.69660494534608,0.04848844232303711,0.06227301511429775,0.0038779284114255565,88.38497485148596
252,256,2,0,17.851908008966806,0.037677322808095395,0.04325384019744293,0.0018708946918259302,68.67841220138924
252,512,0,0,19.760757635461225,0.042271952649846775,0.05744676834237007,0.003300131192981932,77.0535264257153
252,512,1,0,31.71935242797243,0.0686293296584292,0.09777563766606065,0.009560075321004778,125.09788488405846
252,512,2,0,18.835250324905182,0.039913990510972164,0.04559565487471017,0.0020789637434536815,72.75542126166938
252,1024,0,0,15.94323798837591,0.03388029512092554,0.03711008984401174,0.0013771587682306233,61.75717116821506
252,1024,1,0,16.056169225561064,0.034041156177616105,0.04131719607391583,0.0017071106914104059,62.050389505802784
252,1024,2,0,20.960542688638867,0.04488838064217636,0.04830681878211043,0.0023335487408476575,81.82276443839746
