Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,22.26531235939543,0.04532854325361757,0.05419054503661391,0.002951627141792482,18.983750800088792
vol_only,22.829305654402123,0.044278913090140384,0.05515118244752295,0.0030541521826477212,18.544162054776155
spx_small_cap_index,36.62859686309349,0.07086812030513231,0.08352805491526469,0.0070417126899294455,29.67981406364687
best_vol,21.031058684590445,0.03973673321359205,0.05161379979577148,0.0027659944257391296,16.641881401653905
best5,55.593366425761715,0.108503279678377,0.12373795576661888,0.01639318631849145,45.44154906725928
best4_vol,36.97387862521386,0.07161048389789179,0.08957538205169023,0.0099965315075252,29.990718505670372
best10,27.452815317055286,0.052783401416338235,0.06273428059313028,0.004555881983114406,22.105871200457102
best9_vol,30.993360810776295,0.05937541950230465,0.07685330074756089,0.006729649435760603,24.866631190326785
best20,21.844640122429862,0.04176334110690544,0.05354791818081482,0.0028828904711565104,17.490631801614835
best19_vol,27.72451612179077,0.05183246978347229,0.06902030641753594,0.005251057445480254,21.707617741367443
