Feature_Selection,MAPE,MAE,RMSE,MSE,MASE
abs_log_returns,13.128527911365234,0.027699282525800728,0.030662630466105657,0.001286359735137751,50.490393620004696
vol_only,16.44670782491651,0.03561174806106443,0.04054649611949991,0.0021111320172839633,64.91327619857204
al_lme_closing_stock,12.845775973861421,0.027132160912981918,0.030475569240029688,0.0011159162705240318,49.45664144844712
best_vol,21.456907947067755,0.04643000894209725,0.049880418086788614,0.002861561108347818,84.63285737033945
best5,7.391447180566905,0.01573252540896768,0.016555553020237646,0.0003199335927758022,28.677327645422146
best4_vol,13.517923593138198,0.029475072842276805,0.032015804407910756,0.0010291349411026024,53.72731327602666
best10,3.968322260748084,0.00852087144688773,0.01000616549382277,0.00010602275747867585,15.531887980783846
best9_vol,14.134348224359888,0.030769769934199043,0.03316318219980435,0.0011175799536962728,56.08729374587964
best20,2.8401922518162266,0.006115377478828325,0.0075719186720641886,6.0613578499036954e-05,11.147141293401726
best19_vol,10.01084796619602,0.021773677151625113,0.02334773058025419,0.0005525794514593121,39.689169887936465
